country_id,policy_variant_id,scenario_id,regime_id,v_gross,crosses_v1,cell_result_class
MEX,UBI,mid,r0,0.0130541684472778,False,not_feasible
MEX,PEN,mid,r1,0.0695556132643393,False,not_feasible
MEX,GMI:GMI_ideal_aggregate,mid,r1,-0.0754000887774936,False,not_feasible
MEX,GMI:GMI_loaded_aggregate,mid,r1,-0.0502667258516624,False,not_feasible
MEX,MUT,mid,r1,0.0427445311459388,False,not_feasible
MEX,PBI,mid,r1,0.0334999847791888,False,not_feasible
MEX,UBI,mid,r1,0.0134234983985278,False,not_feasible
MEX,PEN,mid,r2,0.0773443227752085,False,not_feasible
MEX,GMI:GMI_ideal_aggregate,mid,r2,-0.0630889440973832,False,not_feasible
MEX,GMI:GMI_loaded_aggregate,mid,r2,-0.0420592960649221,False,not_feasible
MEX,MUT,mid,r2,0.0458961841840471,False,not_feasible
MEX,PBI,mid,r2,0.0356097274913755,False,not_feasible
MEX,UBI,mid,r2,0.0142114116580549,False,not_feasible
MEX,PEN,mid,r3,0.0562842386355823,False,not_feasible
MEX,GMI:GMI_ideal_aggregate,mid,r3,-0.0979188496295925,False,not_feasible
MEX,GMI:GMI_loaded_aggregate,mid,r3,-0.065279233086395,False,not_feasible
MEX,MUT,mid,r3,0.0374957741893862,False,not_feasible
MEX,PBI,mid,r3,0.0300270639218638,False,not_feasible
MEX,UBI,mid,r3,0.0121340758868125,False,not_feasible
MEX,PEN,mid,r4,0.0983807139019526,False,not_feasible
MEX,GMI:GMI_ideal_aggregate,mid,r4,-0.0272688239061417,False,not_feasible
MEX,GMI:GMI_loaded_aggregate,mid,r4,-0.0181792159374278,False,not_feasible
MEX,MUT,mid,r4,0.0542060585836972,False,not_feasible
MEX,PBI,mid,r4,0.0411046920283124,False,not_feasible
MEX,UBI,mid,r4,0.0162509357122626,False,not_feasible
MEX,PEN,high,r0,0.0153488145821723,False,not_feasible
MEX,GMI:GMI_ideal_aggregate,high,r0,-0.1636506771924068,False,not_feasible
MEX,GMI:GMI_loaded_aggregate,high,r0,-0.1091004514616045,False,not_feasible
MEX,MUT,high,r0,0.0210124568810288,False,not_feasible
MEX,PBI,high,r0,0.0190200882066358,False,not_feasible
MEX,UBI,high,r0,0.008028424378005,False,not_feasible
MEX,PEN,high,r1,0.0188405411536391,False,not_feasible
MEX,GMI:GMI_ideal_aggregate,high,r1,-0.1555623530583428,False,not_feasible
MEX,GMI:GMI_loaded_aggregate,high,r1,-0.1037082353722285,False,not_feasible
MEX,MUT,high,r1,0.0222229914900415,False,not_feasible
MEX,PBI,high,r1,0.0197626957412218,False,not_feasible
MEX,UBI,high,r1,0.0082931134845534,False,not_feasible
MEX,PEN,high,r2,0.0243956146669683,False,not_feasible
MEX,GMI:GMI_ideal_aggregate,high,r2,-0.1467817824598621,False,not_feasible
MEX,GMI:GMI_loaded_aggregate,high,r2,-0.0978545216399081,False,not_feasible
MEX,MUT,high,r2,0.0244708175632525,False,not_feasible
MEX,PBI,high,r2,0.0212674091785445,False,not_feasible
MEX,UBI,high,r2,0.0088550700028562,False,not_feasible
MEX,PEN,high,r3,0.0109625491547282,False,not_feasible
MEX,GMI:GMI_ideal_aggregate,high,r3,-0.169556118366755,False,not_feasible
MEX,GMI:GMI_loaded_aggregate,high,r3,-0.1130374122445033,False,not_feasible
MEX,MUT,high,r3,0.0191566333926725,False,not_feasible
MEX,PBI,high,r3,0.0177506908009013,False,not_feasible
MEX,UBI,high,r3,0.0075492906876341,False,not_feasible
MEX,PEN,high,r4,0.0427457213401088,False,not_feasible
MEX,GMI:GMI_ideal_aggregate,high,r4,-0.1152077105406859,False,not_feasible
MEX,GMI:GMI_loaded_aggregate,high,r4,-0.0768051403604573,False,not_feasible
MEX,MUT,high,r4,0.0316937036052539,False,not_feasible
MEX,PBI,high,r4,0.0260347346835029,False,not_feasible
MEX,UBI,high,r4,0.0106228469676518,False,not_feasible
MEX,PEN,stress,r0,0.4837620644926618,False,not_feasible
MEX,GMI:GMI_ideal_aggregate,stress,r0,0.5767419747201149,False,not_feasible
MEX,GMI:GMI_loaded_aggregate,stress,r0,0.38449464981341,False,not_feasible
MEX,MUT,stress,r0,0.2105529757706344,False,not_feasible
MEX,PBI,stress,r0,0.1459000853244194,False,not_feasible
MEX,UBI,stress,r0,0.0554135541004064,False,not_feasible
MEX,PEN,stress,r1,0.4949543127310418,False,not_feasible
MEX,GMI:GMI_ideal_aggregate,stress,r1,0.5970020503133129,False,not_feasible
MEX,GMI:GMI_loaded_aggregate,stress,r1,0.398001366875542,False,not_feasible
MEX,MUT,stress,r1,0.2148794787531854,False,not_feasible
MEX,PBI,stress,r1,0.1487285479604358,False,not_feasible
MEX,UBI,stress,r1,0.0564572353003394,False,not_feasible
MEX,PEN,stress,r2,0.5214873067941956,False,not_feasible
MEX,GMI:GMI_ideal_aggregate,stress,r2,0.6389411582299903,False,not_feasible
MEX,GMI:GMI_loaded_aggregate,stress,r2,0.4259607721533269,False,not_feasible
MEX,MUT,stress,r2,0.2256158903798548,False,not_feasible
MEX,PBI,stress,r2,0.1559155910487823,False,not_feasible
MEX,UBI,stress,r2,0.0591413382070068,False,not_feasible
MEX,PEN,stress,r3,0.4745824374452791,False,not_feasible
MEX,GMI:GMI_ideal_aggregate,stress,r3,0.56325995512481,False,not_feasible
MEX,GMI:GMI_loaded_aggregate,stress,r3,0.3755066367498733,False,not_feasible
MEX,MUT,stress,r3,0.2067575482065132,False,not_feasible
MEX,PBI,stress,r3,0.1433323008456493,False,not_feasible
MEX,UBI,stress,r3,0.0544495193910942,False,not_feasible
MEX,PEN,stress,r4,0.6248551190503272,False,not_feasible
MEX,GMI:GMI_ideal_aggregate,stress,r4,0.804897604063947,False,not_feasible
MEX,GMI:GMI_loaded_aggregate,stress,r4,0.536598402709298,False,not_feasible
MEX,MUT,stress,r4,0.2672406641440399,False,not_feasible
MEX,PBI,stress,r4,0.1837118258371391,False,not_feasible
MEX,UBI,stress,r4,0.0695095871023483,False,not_feasible
